Geneid	Length	180300_sort.bam	180301_sort.bam	180302_sort.bam	180306_sort.bam	180307_sort.bam	180308_sort.bam	180309_sort.bam	180310_sort.bam	180311_sort.bam	180315_sort.bam	180316_sort.bam	180317_sort.bam
TrF0359C	1185	4	1	2	5	9	1	0	0	0	0	0	0
TrF0360C	486	0	0	0	0	0	1	0	0	0	0	0	0
TrF0361W	1518	4	1	6	16	8	2	0	7	1	2	5	0
TrF0362W	540	0	0	0	0	0	0	0	0	0	0	0	0
TrF0363W	2013	8416	4797	9410	13496	13143	13842	1845	4376	1227	7558	6124	4210
TrF0364C	1803	652	250	490	98	376	550	86	130	82	111	112	112
TrF0365C	2016	794	437	1011	452	963	932	17	34	12	54	39	56
TrF0366W	3000	3333	1781	3948	1843	4172	3750	73	142	64	235	113	177
TrF0367C	1200	18	10	11	32	20	30	724	795	699	793	989	1118
TrF0368C	1566	797	685	896	741	2166	2072	7759	8780	7598	8719	8349	8490
TrF0369W	810	10	11	13	6	16	17	19	23	28	25	28	39
TrF0370W	798	3	1	0	0	0	0	0	0	0	0	0	0
TrF0371C	1125	53	81	41	30	74	92	31	25	21	41	25	34
TrF0372W	966	68	32	60	29	59	61	15	2	9	12	5	4
TrF0373W	1833	11	15	25	9	24	6	1	20	2	27	29	24
TrF0374C	807	0	0	0	0	0	0	0	0	0	0	0	0
TrF0375W	1746	7	12	8	10	3	2	1	4	0	19	24	8
TrF0376C	1074	73	51	138	59	104	93	26	37	20	62	27	27
TrF0377W	1563	289	186	436	251	406	338	204	240	190	256	291	261
TrF0378C	1047	1010	1652	1699	592	1211	1103	64	71	39	33	29	58
TrF0379W	360	406	803	320	206	244	265	10	29	36	22	15	12
TrF0380W	72	192	619	181	114	116	77	20	19	12	13	6	13
TrF0381W	1152	12	57	14	5	14	5	745	365	432	156	215	272
TrF0382C	345	5	9	7	4	5	14	0	0	0	0	0	0
TrF0383C	1851	104	33	95	98	122	189	0	0	0	0	0	0
TrF0384W	1080	4	1	6	2	8	18	0	0	0	0	0	1
TrF0385W	126	0	0	0	0	0	0	0	0	0	0	0	0
TrF0386W	1164	1596	1470	1363	1707	1533	1548	3756	2150	2391	2398	2361	3407
TrF0387C	858	46	15	46	41	65	62	25	25	6	46	30	34
TrF0388W	813	75	126	54	86	67	101	12	12	6	32	30	10
TrF0389C	1320	17	9	15	13	18	20	2	5	1	1	1	3
TrF0390W	4134	1376	1323	1357	586	1768	1817	678	500	456	533	502	601
TrF0391C	1704	278	353	263	308	278	285	429	332	332	220	284	260
TrF0392C	1005	1845	6548	427	1187	2065	3302	336	240	253	268	294	330
TrF0393W	1485	192	462	28	80	109	231	9	6	3	11	8	13
TrF0394W	1266	17	33	4	7	10	13	0	0	0	0	1	0
TrF0395C	3795	1	27	4	4	11	23	18	7	8	3	4	5
TrF0396C	3132	0	4	0	1	0	0	6	4	0	2	0	3
TrF0397W	615	0	0	0	0	0	0	0	0	0	0	0	0
TrF0398W	720	0	0	0	0	0	0	0	0	0	0	0	0
TrF0399W	1158	0	0	0	1	0	0	0	0	0	0	0	0
TrF0400C	828	0	0	0	0	0	0	0	0	0	0	0	0
TrF0401C	6633	0	0	1	0	0	0	0	0	1	0	0	0
TrF0402W	1509	1	0	0	0	0	0	0	0	0	0	0	0
TrF0403C	1338	0	0	0	0	0	0	0	0	0	0	0	0
TrF0404W	846	0	0	0	0	0	0	0	0	0	0	0	0
TrF0405C	747	2	13	3	0	7	8	0	0	0	0	0	0
TrF0406C	1104	56	36	47	55	40	71	43	36	45	11	13	11
TrF0407C	1389	98	73	71	158	171	209	311	324	268	275	205	256
TrF0408C	918	77	24	43	69	76	93	79	94	88	88	54	81
TrF0409C	1551	52	39	62	127	93	81	462	551	304	294	242	342
TrF0410C	4734	1055	620	1053	733	1258	1065	260	193	168	357	321	312
TrF0411C	927	119	66	151	104	174	115	414	427	407	343	260	338
TrF0412C	1206	36	39	35	34	52	43	62	57	55	77	77	63
TrF0413C	729	944	657	804	784	940	1038	1044	867	863	1015	1008	1281
TrF0414C	1356	8	11	13	10	3	3	0	0	1	0	2	2
TrF0415W	897	0	0	0	0	0	0	1	0	0	0	0	0
TrF0416W	570	11	15	9	8	25	43	8	6	7	17	8	8
TrF0417W	1245	0	3	3	1	3	7	4	7	8	9	4	6
TrF0418C	1470	2799	2033	2365	2482	2745	2942	3335	2657	2356	2713	2857	3780
TrF0419W	2361	2424	3274	1956	1993	2562	3039	2383	2395	1700	2415	2231	2552
TrF0420W	82	0	0	0	0	0	0	3	0	0	0	0	1
TrF0421W	1194	3198	4899	2822	2816	3159	3404	3384	2369	2470	2360	2472	2554
TrF0422C	795	10738	7881	7784	10244	9114	10118	13858	10362	10773	13141	11985	16308
TrF0423W	2262	1717	1368	1557	1238	1737	1923	2157	1826	1497	1839	1779	2142
TrF0424C	1806	4623	3238	3696	3594	4044	4205	5417	3994	4610	4326	4316	5630
TrF0425W	1875	3328	2905	3554	3055	3678	3590	3562	3190	2458	2901	2891	3786
TrF0426C	912	153	80	125	113	119	162	205	163	182	190	146	228
TrF0427C	741	893	1620	934	775	846	715	826	670	634	588	668	844
TrF0428C	3243	5257	2983	4890	3452	4715	4699	3424	3372	3108	3078	3137	3449
TrF0429W	1542	104	90	111	117	171	137	516	440	385	493	440	512
TrF0430W	393	2702	1673	2406	1880	2377	2271	4310	3347	3884	3361	3445	4102
TrF0431W	1212	2655	2950	3059	2657	2755	2768	5736	4691	4000	3920	3832	5444
TrF0432C	2424	811	420	772	615	767	726	1053	755	744	795	721	881
TrF0433W	4344	2307	1332	2058	1997	2292	2142	3301	2468	2035	2419	2390	3085
TrF0434W	4758	12287	12656	10338	11398	11207	12637	18580	12620	12671	13376	13823	17557
TrF0435C	4425	1796	1221	1914	1850	2112	2092	3690	2394	2051	2202	2286	3038
TrF0436C	2100	332	208	362	224	304	256	885	593	741	489	626	785
TrF0437W	1029	409	286	324	370	397	457	884	466	530	508	513	647
TrF0438C	2511	6214	11006	4550	4997	6030	6958	5279	4702	4384	5286	5340	5569
TrF0439W	171	11	20	0	2	12	3	1	3	0	4	4	1
TrF0440C	1203	2064	3618	1687	2025	2056	2434	1331	1285	1021	1358	1394	1648
TrF0441W	1503	391	274	465	298	344	398	512	432	453	385	360	327
TrF0442C	1266	512	1397	504	475	507	607	507	453	312	435	387	444
TrF0443W	1152	93	59	87	82	108	100	211	217	172	185	173	276
TrF0444C	1164	705	418	702	538	633	743	970	580	778	588	695	759
TrF0445C	1839	157	127	157	137	170	179	65	36	55	61	90	75
TrF0446W	1212	3	1	0	0	4	5	24	11	20	7	21	7
TrF0447W	1170	259	131	211	197	264	270	306	235	245	276	268	267
TrF0448C	3153	0	3	3	9	4	5	5	0	1	0	4	4
TrF0449C	954	6	15	10	12	13	11	3	0	1	0	3	1
TrF0450C	210	3	9	0	1	1	0	0	0	0	3	1	0
TrF0451W	576	3	7	6	4	11	10	0	0	0	0	1	1
TrF0452W	1464	10	26	15	13	32	32	0	0	0	0	0	0
TrF0453W	507	225	146	221	227	242	265	266	259	235	217	262	317
TrF0454C	1254	5650	3137	5216	5158	5307	5607	6184	3901	3542	4186	4088	5194
TrF0455C	852	464	1067	372	257	571	734	347	182	176	366	317	230
TrF0456W	1998	1826	1546	1647	1410	1781	1897	2102	1788	1415	1701	1791	2051
TrF0457C	843	2	0	0	0	0	2	3	0	0	0	0	2
TrF0458W	1734	1015	354	1203	747	1143	1057	763	756	620	453	331	327
TrF0459C	2559	1853	511	1941	883	1787	1725	68	54	47	27	22	37
TrF0460C	4821	309	244	304	284	527	380	14	27	23	25	13	25
TrF0461W	1509	79	106	104	79	165	112	35	44	30	40	22	39
TrF0462C	1224	27	13	38	20	41	19	2	0	0	0	0	0
TrF0463W	2430	5	0	4	0	7	3	1	0	0	0	0	0
TrF0464C	3357	349	146	493	99	619	633	12	13	11	12	10	12
TrF0465C	1542	109	53	163	48	148	142	0	4	0	2	4	0
TrF0466W	2094	67	33	68	23	127	83	2	1	0	2	1	1
TrF0467C	126	0	0	0	0	0	0	0	0	0	0	0	0
TrF0468W	156	0	0	0	0	0	0	0	0	0	0	0	0
TrF0469W	1173	435	693	125	695	166	193	2750	1262	1965	1542	1595	2487
TrF0470C	801	0	0	0	0	0	0	9	2	4	7	1	0
TrF0471W	1074	19	15	29	8	33	22	20	4	8	11	6	12
TrF0472C	738	136	72	138	47	121	110	96	126	67	112	101	91
TrF0473W	1701	295	151	325	167	320	321	340	333	269	294	280	336
TrF0474W	972	40	16	21	44	12	2	1	2	0	6	0	3
TrF0475W	1581	150	93	226	160	203	161	128	205	137	164	134	146
TrF0476C	606	2	11	0	0	0	3	0	1	1	0	0	1
TrF0477C	1140	0	2	1	3	4	2	0	2	2	0	1	0
TrF0478C	855	76	103	122	68	191	230	176	241	208	316	315	421
TrF0479W	549	22	10	39	15	65	39	4	0	0	0	5	1
TrF0480C	1263	3	17	3	0	8	12	0	0	0	0	0	0
TrF0481W	108	0	1	1	2	1	1	2	3	0	6	0	0
TrF0482C	78	0	0	0	0	0	0	0	0	0	0	0	0
TrF0483W	1155	0	4	0	0	1	0	0	0	0	0	0	1
TrF0484W	1116	0	0	0	0	1	0	0	0	0	0	0	0
TrF0485C	1368	5	4	7	5	12	10	0	1	3	6	3	3
TrF0486C	714	1	0	6	0	11	12	0	0	0	0	0	0
TrF0487C	2811	1	5	9	8	48	164	4	19	12	51	51	61
TrF0488W	1491	3	4	0	1	6	39	0	0	0	1	1	2
TrF0489W	1392	1033	2166	948	1086	1388	1453	1802	2475	1334	2910	2744	1475
TrF0490W	807	25	29	47	28	61	62	40	51	27	63	64	25
TrF0491C	65	0	0	0	0	1	0	0	0	0	0	0	0
TrF0492W	915	5	9	8	10	22	15	16	12	12	18	6	12
TrF0493C	1158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0494W	774	0	0	0	0	0	0	0	0	0	0	0	0
TrF0495C	2172	16	16	13	17	49	31	3	3	1	5	15	3
TrF0496C	1590	7	13	15	0	28	29	1	0	2	0	0	3
TrF0497W	3684	6	8	13	6	39	39	0	0	0	3	1	0
TrF0498C	1026	8	7	5	2	19	13	0	0	0	0	1	0
TrF0499C	546	0	0	0	0	0	0	0	0	0	0	0	0
TrF0500W	1974	0	0	0	0	0	0	0	0	0	0	0	0
TrF0501W	701	12	2	5	9	4	0	4	3	6	11	2	9
TrF0502W	1077	12	3	21	17	11	7	9	3	10	2	4	6
TrF0503W	1899	158	112	147	136	208	194	195	209	215	221	261	251
TrF0504W	855	65	45	66	42	71	62	101	92	65	94	61	126
TrF0505C	474	0	0	0	0	0	0	0	0	0	0	0	0
TrF0506C	1866	85	22	50	49	76	96	1	0	3	0	3	0
TrF0507C	765	1	5	4	6	6	17	16	14	22	2	1	5
TrF0508W	1443	45	133	33	84	74	87	63	80	60	98	76	58
TrF0509C	1644	666	457	634	498	578	411	325	474	335	573	445	665
TrF0510W	795	89	77	79	90	97	72	69	67	60	82	75	88
TrF0511W	1410	298	146	255	194	287	260	247	274	208	296	254	313
TrF0512C	849	4181	7777	2992	3110	4026	5369	4158	3789	3306	4278	4374	3698
TrF0513W	1488	241	165	258	149	244	262	179	256	196	269	267	311
TrF0514C	1641	1035	917	1018	896	1086	1083	1128	974	812	848	898	1097
TrF0515W	1776	394	319	324	257	350	448	578	413	402	433	402	498
TrF0516C	1989	766	869	819	568	767	980	1237	1033	930	914	982	1130
TrF0517W	552	0	0	0	0	0	0	0	0	0	1	0	0
TrF0518C	1140	925	281	750	74	400	784	13	25	18	53	42	21
TrF0519C	1191	95	112	103	63	74	72	454	322	304	263	311	521
TrF0520C	2391	7864	8233	8222	5522	7757	8358	12752	8900	8957	7632	8173	9679
TrF0521W	186	0	4	0	0	2	5	6	7	5	6	6	11
TrF0522C	186	0	0	0	0	0	0	0	0	0	0	0	0
TrF0523W	3462	4317	4118	4091	3816	4156	4698	13352	7679	8255	7437	8302	11159
TrF0524W	255	0	0	0	0	0	0	0	0	0	0	0	0
TrF0525C	125	0	0	0	0	0	0	0	0	0	0	0	0
TrF0526W	165	0	0	0	0	0	0	0	0	0	0	0	0
TrF0527C	945	71	83	87	66	104	116	412	608	352	796	867	542
TrF0528W	783	375	275	434	287	551	506	669	588	432	556	622	698
TrF0529W	1266	558	593	534	391	614	621	932	584	605	640	604	728
TrF0530C	216	61	32	63	47	58	61	53	78	60	76	64	98
TrF0531C	1152	286	185	216	199	203	214	299	233	219	269	281	338
TrF0532W	1035	680	509	509	512	629	614	1396	934	974	1082	994	1457
TrF0533C	996	1191	742	1174	857	1235	1265	1149	1095	841	1080	1024	1264
TrF0534W	1827	1493	1371	1487	1039	1548	1585	1945	1535	1231	1630	1618	1794
TrF0535W	1512	178	222	220	179	217	232	195	168	148	170	164	238
TrF0536C	1743	1380	1297	1245	1098	1251	1402	1996	1475	1280	1505	1434	1780
TrF0537W	1944	882	523	787	637	702	903	703	506	516	577	682	722
TrF0538C	3828	3222	2831	2820	3800	3804	3969	6783	4632	4329	4840	4743	6350
TrF0539W	1008	183	260	325	275	412	390	293	278	176	215	211	268
TrF0540W	2388	1618	1057	1894	1325	1760	1698	1363	1324	1073	1069	1133	1251
TrF0541C	1035	788	587	826	689	967	996	1261	924	861	993	951	1235
TrF0542W	1419	2521	1488	2393	1795	2693	3097	2190	1834	1866	2190	2277	2446
TrF0543W	1980	209	142	199	145	196	262	129	166	96	164	141	164
TrF0544C	1890	859	858	869	760	976	971	1455	1032	902	959	977	1138
TrF0545W	738	522	1155	425	550	582	623	663	581	457	639	604	686
TrF0546W	2988	1117	1352	1136	1011	1407	1243	1776	1545	1281	1557	1647	1820
TrF0547C	1071	397	237	395	373	420	467	433	361	329	382	413	542
TrF0548C	1005	363	304	346	218	428	385	474	385	367	420	468	547
TrF0549C	516	1091	944	1187	995	1055	1080	959	899	763	723	807	930
TrF0550W	450	154	97	162	177	209	171	193	192	194	154	175	267
TrF0551C	1863	3452	2363	4260	2959	4132	4050	3872	3432	2470	3098	3091	4115
TrF0552W	363	0	0	0	0	0	0	0	0	0	0	0	0
TrF0553C	1131	0	0	0	0	0	0	0	0	0	0	0	0
TrF0554W	171	0	0	0	0	0	0	0	0	0	0	0	0
TrF0555W	177	0	0	0	0	0	0	0	0	0	0	0	0
TrF0556C	132	0	0	0	0	0	0	0	0	0	0	0	0
TrF0557C	7641	6423	4180	6343	5259	7449	6631	7843	7616	6088	7088	7333	8707
TrF0558W	2268	2025	1085	1967	1420	2081	1861	1594	1721	1332	1546	1519	1809
TrF0559C	897	1752	1009	1605	1237	1640	1703	1019	1113	892	1148	1184	1427
TrF0560W	597	409	285	509	291	314	307	605	558	497	431	459	683
TrF0561C	1857	4552	3633	3787	3351	4216	4970	5174	3786	3747	4013	3894	4582
TrF0562W	342	4130	3976	3009	4755	3941	3826	5754	4652	3490	4818	4192	5924
TrF0563C	2922	819	630	821	668	794	780	938	787	599	732	719	864
TrF0564W	723	666	570	581	591	650	679	779	689	607	782	744	913
TrF0565W	837	335	238	272	232	308	355	416	380	405	436	419	463
TrF0566W	2352	753	673	796	600	855	819	859	772	697	727	677	790
TrF0567C	2775	1916	2483	1754	1423	1741	2042	1510	1550	1140	1364	1413	1514
TrF0568W	1224	2449	3925	2067	2032	2289	2725	2575	2540	1973	2512	2570	2566
TrF0569C	333	335	317	280	219	338	354	347	319	258	315	355	340
TrF0570W	441	3	7	2	2	3	3	5	2	0	3	4	6
TrF0571C	1395	634	438	715	477	652	650	824	660	584	593	620	734
TrF0572W	5001	2397	3035	1936	2413	2240	2311	5846	3146	3384	3380	3400	4357
TrF0573C	411	38056	31661	33440	29369	33368	34036	27020	22287	21749	28053	27104	30866
TrF0574W	265	8574	8760	9794	7963	8937	8301	5874	5764	4890	6545	6327	7909
TrF0575W	1674	7063	41662	3548	6541	3890	8729	1908	6749	2661	14395	17740	4674
TrF0576W	171	775	6447	157	998	511	1145	249	866	357	1617	1919	537
TrF0577W	207	771	6048	174	1050	584	946	248	970	357	1644	1849	469
TrF0578W	255	0	0	0	3	1	0	0	3	0	3	3	0
TrF0579W	1092	63	365	29	104	100	62	35	147	54	541	549	176
TrF0580W	753	283	1398	170	242	187	166	182	119	118	210	183	254
TrF0581C	288	7	8	2	1	5	5	0	4	0	1	0	1
TrF0582C	4728	3625	4610	3251	4080	3913	4019	5824	3833	3427	3906	4016	6030
TrF0583C	3831	1513	1491	1202	1245	1417	1423	1976	1607	1377	1547	1489	1765
TrF0584W	1203	321	287	246	280	307	328	522	459	483	641	530	562
TrF0585C	933	174	160	152	172	194	155	9833	8454	7230	6858	9287	12453
TrF0586W	273	0	2	0	0	1	4	1	13	10	0	9	13
TrF0587W	2544	5550	4688	4344	4027	5677	5674	6597	5193	4990	5286	5821	7345
TrF0588C	1620	1765	771	1605	1218	1775	1637	1417	1548	1269	1462	1505	1624
TrF0589C	195	123	57	172	62	167	151	384	432	377	377	385	514
TrF0590C	1416	830	413	959	418	1126	1133	2380	2675	1947	2879	2864	2893
TrF0591W	159	2	0	2	0	0	0	0	0	0	0	0	0
TrF0592W	679	0	7	2	1	1	4	5	2	5	9	19	6
TrF0593C	174	11	9	8	6	8	11	10	6	2	8	9	7
TrF0594C	1605	540	588	505	469	611	677	866	638	575	663	636	893
TrF0595W	1668	310	111	266	198	291	312	1118	890	767	956	1017	1503
TrF0596C	1140	933	707	790	755	891	1033	1171	874	866	845	891	1088
TrF0597W	348	739	660	839	575	958	895	376	469	386	454	406	505
TrF0598C	285	465	327	472	462	400	362	434	374	312	402	327	542
TrF0599W	1812	1949	2457	2152	1778	1796	1689	2817	1796	1755	1618	1562	2343
TrF0600W	282	93	48	97	62	100	65	135	97	99	84	84	133
TrF0601C	156	687	663	810	1033	735	650	1215	1079	716	1046	794	1182
TrF0602C	426	5467	4210	4248	5700	4221	5607	6840	5278	5555	7642	6786	7951
TrF0603W	162	0	0	0	0	0	0	0	0	0	0	0	0
TrF0604W	864	473	925	487	480	443	522	723	586	529	572	529	694
TrF0605C	663	273	208	275	262	287	360	175	186	153	259	228	252
TrF0606C	489	0	0	2	1	5	1	2	1	1	2	1	9
TrF0607W	702	2	1	1	1	0	0	2	6	8	6	9	6
TrF0608W	1887	10007	11034	9482	6571	10191	10290	13593	11553	9781	11580	11651	11719
TrF0609C	1989	920	634	861	578	687	905	947	873	710	775	1012	1083
TrF0610W	828	97	54	79	48	79	60	78	90	83	81	61	112
TrF0611C	1830	6650	4037	6832	4961	5623	5916	5786	4332	3958	3917	4113	4992
TrF0612W	1038	3137	6452	1304	2127	1862	3220	1769	2054	1664	2630	2610	2183
TrF0613W	207	2	1	0	0	2	0	1	1	1	1	4	0
TrF0614C	387	637	395	620	468	596	621	743	613	547	533	553	607
TrF0615W	441	4629	2809	3677	4088	3854	4109	4353	4055	4071	5405	4411	5664
TrF0616W	864	15467	9045	15015	10596	18622	17730	15876	15605	14491	15180	14311	17496
TrF0617C	780	529	342	442	334	515	469	352	345	327	321	390	416
TrF0618C	1635	1441	3381	969	1361	1377	1502	1691	1089	1197	1065	999	1315
TrF0619W	366	114	61	114	92	106	113	271	142	194	166	180	200
TrF0620W	2556	885	496	906	787	947	826	1701	1219	1131	1420	1363	1570
TrF0621C	3060	1292	905	1280	1204	1436	1628	1946	1305	1202	1291	1281	1725
TrF0622W	2247	273	157	295	212	203	181	659	415	438	382	348	499
TrF0623C	1050	890	1862	558	751	831	1101	532	723	436	908	1139	497
TrF0624W	2271	1177	1464	1037	906	1172	1515	893	702	578	688	765	703
TrF0625C	81	0	0	0	0	0	0	0	0	0	0	0	0
TrF0626W	82	0	0	0	0	0	0	0	0	0	0	0	0
TrF0627C	782	4	8	6	4	7	5	5	5	6	13	3	6
TrF0628C	366	8	1	7	3	7	5	6	10	6	10	15	11
TrF0629W	286	10	7	7	6	12	10	10	8	8	6	9	7
TrF0630W	2295	1871	1348	1495	1551	1471	1202	584	454	467	436	439	574
TrF0631C	1713	1166	935	1210	954	1199	1336	1411	1071	991	1143	1114	1467
TrF0632C	405	437	299	443	366	540	515	237	362	354	508	404	486
TrF0633W	1863	2256	3600	2000	1535	2240	2980	3862	2464	2570	2376	2682	2850
TrF0634W	1956	674	720	681	592	663	750	913	607	594	523	623	837
TrF0635C	7122	11233	8680	10453	9436	12398	12266	18526	13338	12163	13557	13428	16833
TrF0636W	168	620	433	785	543	779	628	1005	893	745	891	796	988
TrF0637C	705	139	77	108	97	121	114	158	136	129	147	144	206
TrF0638W	1044	243	151	237	162	237	193	303	253	210	256	190	335
TrF0639C	1383	1178	614	1261	933	1154	1210	1050	988	841	1021	901	1135
TrF0640W	265	0	0	2	0	0	0	0	3	4	0	8	1
TrF0641W	2925	3392	1869	3065	2178	3108	3347	3951	2881	2821	2593	2815	3117
TrF0642W	225	1	0	0	1	0	1	0	0	0	0	0	1
TrF0643W	1542	860	489	836	555	865	856	1110	862	822	809	706	1044
TrF0644C	1356	734	524	667	629	655	625	790	755	559	822	817	1077
TrF0645W	1506	575	386	486	528	576	509	645	616	510	654	705	839
TrF0646W	2994	734	567	771	741	774	631	1396	914	798	793	779	1104
TrF0647C	174	0	0	0	0	0	0	0	0	0	0	0	0
TrF0648C	807	342	170	277	218	318	404	413	362	352	416	387	350
TrF0649W	2532	1115	926	1050	918	1183	1137	2879	1886	1861	1897	2090	2416
TrF0650C	1092	290	150	244	235	275	307	347	231	250	263	316	376
TrF0651W	1047	444	614	451	415	568	573	609	539	506	505	523	647
TrF0652C	414	9496	5781	8598	7264	8717	8334	14277	12093	11486	12579	11726	15714
TrF0653C	1962	0	3	1	0	0	1	0	1	0	1	0	2
TrF0654W	1098	3035	11088	1086	2880	2715	4427	757	1168	736	2374	2237	1018
TrF0655W	1338	2713	1361	2804	1636	2470	2837	1005	836	896	656	574	683
TrF0656W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrF0657C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0658C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0659C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0660W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrF0661C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0662C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0663C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0664W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrF0665C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0666C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0667C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0668W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrF0669C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0670C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0671C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0672W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrF0673C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0674C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0675C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0676W	180	0	0	0	0	0	0	0	0	0	0	0	0
TrF0677C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0678C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0679C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0680W	180	0	0	1	0	0	0	0	0	0	0	0	2
TrF0681C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0682C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0683C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0684W	180	0	1	1	0	0	0	0	0	0	0	0	1
TrF0685C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0686C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0687C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0688W	180	0	0	0	0	0	0	0	0	0	0	1	0
TrF0689C	1739	0	0	0	0	0	0	0	0	0	0	0	0
TrF0690C	158	0	0	0	0	0	0	0	0	0	0	0	0
TrF0691C	3271	0	0	0	0	0	0	0	0	0	0	0	0
TrF0692W	708	0	0	0	0	0	0	0	0	0	0	0	0
TrF0693C	1353	175	92	189	91	210	170	258	212	213	189	209	254
TrF0694W	3462	1206	2003	1356	1031	1477	1497	2474	1651	1397	1457	1380	1827
TrF0695C	450	9704	6388	7155	9318	8088	8615	11755	8996	9481	12432	10744	14705
TrF0696W	744	8361	6651	6762	9126	6585	7524	12147	9077	8059	10802	10034	13478
TrF0697C	729	341	335	282	261	367	366	500	407	419	421	373	442
TrF0698W	2607	11834	9909	10360	10102	11082	10917	18750	13773	13263	15104	14495	18045
TrF0699W	984	568	521	696	543	613	607	865	813	598	621	647	835
TrF0700C	561	15	6	10	16	13	13	39	10	18	27	33	37
TrF0701C	1692	3	0	5	4	0	0	0	0	1	7	6	0
TrF0702C	1011	1	0	0	0	4	3	0	0	0	0	5	2
TrF0703W	1062	31	33	33	24	25	46	40	48	14	48	37	25
TrF0704C	1104	66	84	29	56	48	33	162	131	134	97	107	133
TrF0705C	1386	2	1	2	1	6	12	13	10	6	6	5	11
TrF0706C	68	0	0	0	0	0	0	0	0	0	0	0	0
TrF0707C	708	0	1	0	2	0	1	3	2	1	0	0	0
TrF0708W	426	332	1273	55	315	211	180	232	354	258	431	335	157
TrF0709C	1146	414	449	400	337	393	442	471	304	304	388	343	391
TrF0710C	2244	2042	1265	1880	1819	1971	2167	1530	1594	1178	1836	1637	1700
TrF0711C	2493	726	758	627	530	736	823	976	574	620	648	635	810
TrF0712W	702	3	0	1	0	4	0	0	4	1	1	0	3
TrF0713C	5400	1969	1388	1757	1928	1977	1886	6605	3743	4005	3675	3619	5269
TrF0714W	2685	2306	2440	2218	1556	2365	2442	2208	2078	1817	1872	1824	2104
TrF0715W	102	295	71	396	63	182	286	0	3	0	6	2	3
TrF0716C	1959	7	4	4	2	1	2	1	0	0	3	2	1
TrF0717W	1368	0	0	0	0	0	0	2	0	0	0	0	3
TrF0718C	1722	821	914	809	656	793	894	1635	1137	1209	1178	1042	1314
TrF0719C	1749	3547	7611	2228	2623	2942	4062	2047	1824	1475	2645	2734	2434
TrF0720C	198	1	0	0	0	2	1	3	0	0	3	3	0
TrF0721C	353	1	0	0	0	0	0	0	0	0	0	0	0
TrF0722C	2484	1145	935	1429	1039	1259	1062	1151	1163	846	1037	981	1188
TrF0723W	612	204	135	135	139	164	150	129	173	136	208	184	216
TrF0724C	1527	1955	3381	1700	1521	1905	2342	2195	1767	1493	2020	2042	1848
TrF0725C	1287	254	232	266	241	200	178	754	924	640	529	490	479
TrF0726W	589	5	3	10	5	12	3	21	19	5	11	9	16
TrF0727C	3204	1110	3379	1161	1401	1362	1284	1196	1034	854	1079	916	1377
TrF0728W	1431	4518	3365	4034	4221	4275	4594	8542	6587	6378	6893	6881	8159
TrF0729W	330	752	552	618	510	637	629	1560	1613	1361	1537	1432	1390
TrF0730W	1077	1456	1258	1373	1105	1199	1270	2870	2693	2116	2763	2726	2441
TrF0731W	822	1669	1436	1330	1083	1386	1413	2880	2654	2344	3177	2976	2672
TrF0732W	384	558	498	446	420	407	495	1012	888	761	903	1008	910
TrF0733W	1716	229	187	321	208	231	218	364	304	229	303	311	341
TrF0734C	831	70	53	73	73	83	79	59	52	37	59	65	58
TrF0735C	1689	2517	2111	2241	2477	2304	2248	3969	2341	2555	2440	2584	3585
TrF0736W	651	50	33	37	47	63	42	78	69	65	69	46	75
TrF0737W	8958	7968	5865	8122	6133	9674	10260	8654	7765	6415	7406	7852	8534
TrF0738W	651	0	1	3	0	1	0	6	1	1	2	0	2
TrF0739W	228	1	0	0	1	1	1	2	0	3	5	2	3
