"GO.ID";"Term";"Annotated";"Significant";"Expected";"classicFisher";"weighted"
"GO:0016853";"isomerase activity";72;15;18,39;"0.85599";"1.00000"
"GO:0004620";"phospholipase activity";27;5;6,89;"0.85702";"0.96115"
"GO:0008237";"metallopeptidase activity";41;8;10,47;"0.85870";"0.49990"
"GO:0008276";"protein methyltransferase activity";41;8;10,47;"0.85870";"1.00000"
"GO:0016874";"ligase activity";154;34;39,33;"0.86415";"0.99731"
"GO:0004300";"enoyl-CoA hydratase activity";7;1;1,79;"0.87326";"0.87326"
"GO:0004622";"lysophospholipase activity";7;1;1,79;"0.87326";"0.87326"
"GO:0004713";"protein tyrosine kinase activity";7;1;1,79;"0.87326";"0.87326"
"GO:0008330";"protein tyrosine/threonine phosphatase a...";7;1;1,79;"0.87326";"0.87326"
"GO:0008579";"JUN kinase phosphatase activity";7;1;1,79;"0.87326";"0.87326"
"GO:0016312";"inositol bisphosphate phosphatase activi...";7;1;1,79;"0.87326";"0.87326"
"GO:0016417";"S-acyltransferase activity";7;1;1,79;"0.87326";"1.00000"
"GO:0016782";"transferase activity, transferring sulph...";7;1;1,79;"0.87326";"1.00000"
"GO:0016840";"carbon-nitrogen lyase activity";7;1;1,79;"0.87326";"1.00000"
"GO:0017017";"MAP kinase tyrosine/serine/threonine pho...";7;1;1,79;"0.87326";"0.87326"
"GO:0017161";"inositol-1,3,4-trisphosphate 4-phosphata...";7;1;1,79;"0.87326";"0.87326"
"GO:0019178";"NADP phosphatase activity";7;1;1,79;"0.87326";"0.87326"
"GO:0019198";"transmembrane receptor protein phosphata...";7;1;1,79;"0.87326";"0.87326"
"GO:0030351";"inositol-1,3,4,5,6-pentakisphosphate 3-p...";7;1;1,79;"0.87326";"0.87326"
"GO:0030352";"inositol-1,4,5,6-tetrakisphosphate 6-pho...";7;1;1,79;"0.87326";"0.87326"
"GO:0033549";"MAP kinase phosphatase activity";7;1;1,79;"0.87326";"1.00000"
"GO:0034596";"phosphatidylinositol phosphate 4-phospha...";7;1;1,79;"0.87326";"1.00000"
"GO:0043726";"5-amino-6-(5-phosphoribitylamino)uracil ...";7;1;1,79;"0.87326";"0.87326"
"GO:0043812";"phosphatidylinositol-4-phosphate phospha...";7;1;1,79;"0.87326";"0.87326"
"GO:0043813";"phosphatidylinositol-3,5-bisphosphate 5-...";7;1;1,79;"0.87326";"0.87326"
"GO:0052743";"inositol tetrakisphosphate phosphatase a...";7;1;1,79;"0.87326";"1.00000"
"GO:0052744";"phosphatidylinositol monophosphate phosp...";7;1;1,79;"0.87326";"1.00000"
"GO:0052827";"inositol pentakisphosphate phosphatase a...";7;1;1,79;"0.87326";"1.00000"
"GO:0106018";"phosphatidylinositol-3,5-bisphosphate ph...";7;1;1,79;"0.87326";"1.00000"
"GO:0016814";"hydrolase activity, acting on carbon-nit...";23;4;5,87;"0.87580";"1.00000"
"GO:0016893";"endonuclease activity, active with eithe...";23;4;5,87;"0.87580";"1.00000"
"GO:0003777";"microtubule motor activity";13;2;3,32;"0.88224";"0.88224"
"GO:0004197";"cysteine-type endopeptidase activity";13;2;3,32;"0.88224";"0.88224"
"GO:0016645";"oxidoreductase activity, acting on the C...";13;2;3,32;"0.88224";"1.00000"
"GO:0008094";"ATP-dependent activity, acting on DNA";38;7;9,7;"0.88766";"1.00000"
"GO:0042625";"ATPase-coupled ion transmembrane transpo...";38;7;9,7;"0.88766";"0.88766"
"GO:0016817";"hydrolase activity, acting on acid anhyd...";195;43;49,8;"0.89109";"1.00000"
"GO:0016818";"hydrolase activity, acting on acid anhyd...";195;43;49,8;"0.89109";"1.00000"
"GO:0016836";"hydro-lyase activity";66;13;16,85;"0.89491";"1.00000"
"GO:0016701";"oxidoreductase activity, acting on singl...";19;3;4,85;"0.89858";"1.00000"
"GO:0015399";"primary active transmembrane transporter...";111;23;28,35;"0.90349";"1.00000"
"GO:0008233";"peptidase activity";137;29;34,99;"0.90358";"0.56583"
"GO:0003955";"NAD(P)H dehydrogenase (quinone) activity";8;1;2,04;"0.90568";"0.90568"
"GO:0004100";"chitin synthase activity";8;1;2,04;"0.90568";"0.90568"
"GO:0004571";"mannosyl-oligosaccharide 1,2-alpha-manno...";8;1;2,04;"0.90568";"0.90568"
"GO:0015924";"mannosyl-oligosaccharide mannosidase act...";8;1;2,04;"0.90568";"1.00000"
"GO:0016833";"oxo-acid-lyase activity";8;1;2,04;"0.90568";"1.00000"
"GO:0046030";"inositol trisphosphate phosphatase activ...";8;1;2,04;"0.90568";"1.00000"
"GO:0050236";"pyridoxine:NADP 4-dehydrogenase activity";8;1;2,04;"0.90568";"0.90568"
"GO:0140097";"catalytic activity, acting on DNA";116;24;29,62;"0.90912";"1.00000"
"GO:0003755";"peptidyl-prolyl cis-trans isomerase acti...";15;2;3,83;"0.92661";"0.92661"
"GO:0019205";"nucleobase-containing compound kinase ac...";15;2;3,83;"0.92661";"1.00000"
"GO:0019207";"kinase regulator activity";15;2;3,83;"0.92661";"1.00000"
"GO:0019887";"protein kinase regulator activity";15;2;3,83;"0.92661";"1.00000"
"GO:0008234";"cysteine-type peptidase activity";26;4;6,64;"0.92892";"0.88270"
"GO:0004526";"ribonuclease P activity";9;1;2,3;"0.92981";"0.92981"
"GO:0016742";"hydroxymethyl-, formyl- and related tran...";9;1;2,3;"0.92981";"1.00000"
"GO:0052745";"inositol phosphate phosphatase activity";9;1;2,3;"0.92981";"1.00000"
"GO:0016891";"endoribonuclease activity, producing 5'-...";21;3;5,36;"0.93315";"1.00000"
"GO:0004518";"nuclease activity";79;15;20,17;"0.93403";"1.00000"
"GO:0016859";"cis-trans isomerase activity";16;2;4,09;"0.94235";"1.00000"
"GO:0043565";"sequence-specific DNA binding";62;11;15,83;"0.94591";"0.94591"
"GO:0016866";"intramolecular transferase activity";10;1;2,55;"0.94777";"1.00000"
"GO:0034593";"phosphatidylinositol bisphosphate phosph...";10;1;2,55;"0.94777";"1.00000"
"GO:0034595";"phosphatidylinositol phosphate 5-phospha...";10;1;2,55;"0.94777";"1.00000"
"GO:0052866";"phosphatidylinositol phosphate phosphata...";10;1;2,55;"0.94777";"1.00000"
"GO:0004222";"metalloendopeptidase activity";17;2;4,34;"0.95485";"0.95485"
"GO:0003924";"GTPase activity";44;7;11,24;"0.95627";"0.95627"
"GO:0003887";"DNA-directed DNA polymerase activity";23;3;5,87;"0.95656";"0.95656"
"GO:0004527";"exonuclease activity";23;3;5,87;"0.95656";"0.57018"
"GO:0034061";"DNA polymerase activity";23;3;5,87;"0.95656";"1.00000"
"GO:0003774";"cytoskeletal motor activity";18;2;4,6;"0.96473";"1.00000"
"GO:0019888";"protein phosphatase regulator activity";18;2;4,6;"0.96473";"1.00000"
"GO:0004386";"helicase activity";98;18;25,03;"0.96483";"0.99608"
"GO:0016763";"pentosyltransferase activity";24;3;6,13;"0.96514";"1.00000"
"GO:0016757";"glycosyltransferase activity";103;19;26,3;"0.96644";"1.00000"
"GO:0004812";"aminoacyl-tRNA ligase activity";41;6;10,47;"0.96968";"0.99994"
"GO:0016875";"ligase activity, forming carbon-oxygen b...";41;6;10,47;"0.96968";"1.00000"
"GO:0004888";"transmembrane signaling receptor activit...";25;3;6,38;"0.97211";"1.00000"
"GO:0038023";"signaling receptor activity";25;3;6,38;"0.97211";"1.00000"
"GO:0008170";"N-methyltransferase activity";37;5;9,45;"0.97632";"1.00000"
"GO:0004175";"endopeptidase activity";68;11;17,36;"0.97733";"1.00000"
"GO:0000156";"phosphorelay response regulator activity";13;1;3,32;"0.97849";"0.97849"
"GO:0000175";"3'-5'-exoribonuclease activity";13;1;3,32;"0.97849";"0.97849"
"GO:0004532";"exoribonuclease activity";13;1;3,32;"0.97849";"1.00000"
"GO:0016861";"intramolecular oxidoreductase activity, ...";13;1;3,32;"0.97849";"1.00000"
"GO:0016896";"exoribonuclease activity, producing 5'-p...";13;1;3,32;"0.97849";"1.00000"
"GO:0019209";"kinase activator activity";13;1;3,32;"0.97849";"1.00000"
"GO:0030295";"protein kinase activator activity";13;1;3,32;"0.97849";"1.00000"
"GO:0019208";"phosphatase regulator activity";20;2;5,11;"0.97862";"1.00000"
"GO:0019829";"ATPase-coupled cation transmembrane tran...";32;4;8,17;"0.97876";"1.00000"
"GO:0004721";"phosphoprotein phosphatase activity";43;6;10,98;"0.97899";"1.00000"
"GO:0003723";"RNA binding";84;14;21,45;"0.98146";"0.98365"
"GO:0016278";"lysine N-methyltransferase activity";27;3;6,89;"0.98228";"1.00000"
"GO:0016279";"protein-lysine N-methyltransferase activ...";27;3;6,89;"0.98228";"0.98228"
"GO:0008138";"protein tyrosine/serine/threonine phosph...";14;1;3,58;"0.98400";"1.00000"
"GO:0008408";"3'-5' exonuclease activity";14;1;3,58;"0.98400";"1.00000"
"GO:0035091";"phosphatidylinositol binding";14;1;3,58;"0.98400";"0.98400"
"GO:0004672";"protein kinase activity";142;26;36,26;"0.98487";"0.37589"
"GO:0043168";"anion binding";766;172;195,61;"0.98661";"1.00000"
"GO:0042578";"phosphoric ester hydrolase activity";120;21;30,64;"0.98700";"0.67337"
"GO:0036094";"small molecule binding";853;193;217,83;"0.98710";"1.00000"
"GO:0016791";"phosphatase activity";82;13;20,94;"0.98786";"0.93108"
"GO:0004723";"calcium-dependent protein serine/threoni...";15;1;3,83;"0.98810";"0.98810"
"GO:0008420";"RNA polymerase II CTD heptapeptide repea...";15;1;3,83;"0.98810";"0.98810"
"GO:0008597";"calcium-dependent protein serine/threoni...";15;1;3,83;"0.98810";"0.98810"
"GO:0016796";"exonuclease activity, active with either...";15;1;3,83;"0.98810";"1.00000"
"GO:0017018";"myosin phosphatase activity";15;1;3,83;"0.98810";"0.98810"
"GO:0017020";"myosin phosphatase regulator activity";15;1;3,83;"0.98810";"0.98810"
"GO:0004690";"cyclic nucleotide-dependent protein kina...";16;1;4,09;"0.99115";"1.00000"
"GO:0004722";"protein serine/threonine phosphatase act...";16;1;4,09;"0.99115";"1.00000"
"GO:0005543";"phospholipid binding";16;1;4,09;"0.99115";"1.00000"
"GO:0000166";"nucleotide binding";762;169;194,59;"0.99190";"0.96206"
"GO:1901265";"nucleoside phosphate binding";762;169;194,59;"0.99190";"1.00000"
"GO:0060089";"molecular transducer activity";37;4;9,45;"0.99277";"1.00000"
"GO:0003743";"translation initiation factor activity";17;1;4,34;"0.99342";"0.99342"
"GO:0004674";"protein serine/threonine kinase activity";112;18;28,6;"0.99452";"0.97384"
"GO:0003677";"DNA binding";388;79;99,08;"0.99472";"0.98531"
"GO:0051536";"iron-sulfur cluster binding";26;2;6,64;"0.99544";"0.99544"
"GO:0051540";"metal cluster binding";26;2;6,64;"0.99544";"1.00000"
"GO:0030234";"enzyme regulator activity";51;6;13,02;"0.99558";"1.00000"
"GO:0140657";"ATP-dependent activity";222;41;56,69;"0.99577";"1.00000"
"GO:0008289";"lipid binding";19;1;4,85;"0.99636";"1.00000"
"GO:0097159";"organic cyclic compound binding";1533;355;391,48;"0.99636";"1.00000"
"GO:1901363";"heterocyclic compound binding";1533;355;391,48;"0.99636";"1.00000"
"GO:0008135";"translation factor activity, RNA binding";27;2;6,89;"0.99649";"1.00000"
"GO:0090079";"translation regulator activity, nucleic ...";27;2;6,89;"0.99649";"1.00000"
"GO:0016773";"phosphotransferase activity, alcohol gro...";198;35;50,56;"0.99720";"1.00000"
"GO:0005261";"cation channel activity";20;1;5,11;"0.99729";"1.00000"
"GO:0005509";"calcium ion binding";36;3;9,19;"0.99792";"0.99792"
"GO:0008047";"enzyme activator activity";21;1;5,36;"0.99799";"1.00000"
"GO:0098772";"molecular function regulator activity";55;6;14,05;"0.99806";"1.00000"
"GO:0140101";"catalytic activity, acting on a tRNA";83;11;21,2;"0.99811";"1.00000"
"GO:0016301";"kinase activity";214;37;54,65;"0.99876";"0.99991"
"GO:0140098";"catalytic activity, acting on RNA";149;23;38,05;"0.99909";"1.00000"
"GO:0034062";"5'-3' RNA polymerase activity";34;2;8,68;"0.99946";"1.00000"
"GO:0097747";"RNA polymerase activity";34;2;8,68;"0.99946";"1.00000"
"GO:0005216";"ion channel activity";28;1;7,15;"0.99975";"1.00000"
"GO:0015267";"channel activity";28;1;7,15;"0.99975";"1.00000"
"GO:0022803";"passive transmembrane transporter activi...";28;1;7,15;"0.99975";"1.00000"
"GO:0005525";"GTP binding";83;9;21,2;"0.99977";"0.99977"
"GO:0032561";"guanyl ribonucleotide binding";83;9;21,2;"0.99977";"1.00000"
"GO:0016779";"nucleotidyltransferase activity";78;8;19,92;"0.99981";"1.00000"
"GO:0032559";"adenyl ribonucleotide binding";499;96;127,43;"0.99982";"1.00000"
"GO:0030554";"adenyl nucleotide binding";500;96;127,68;"0.99984";"1.00000"
"GO:0005524";"ATP binding";496;95;126,66;"0.99984";"0.99984"
"GO:0045182";"translation regulator activity";39;2;9,96;"0.99986";"1.00000"
"GO:0019001";"guanyl nucleotide binding";86;9;21,96;"0.99988";"1.00000"
"GO:0003899";"DNA-directed 5'-3' RNA polymerase activi...";31;1;7,92;"0.99990";"0.99990"
"GO:0032553";"ribonucleotide binding";615;121;157,05;"0.99990";"1.00000"
"GO:0016740";"transferase activity";837;172;213,74;"0.99992";"0.73843"
"GO:0097367";"carbohydrate derivative binding";621;121;158,58;"0.99994";"1.00000"
"GO:0140640";"catalytic activity, acting on a nucleic ...";322;54;82,23;"0.99996";"1.00000"
"GO:0009055";"electron transfer activity";36;1;9,19;"0.99998";"0.99998"
"GO:0004842";"ubiquitin-protein transferase activity";76;5;19,41;"1.00000";"1.00000"
"GO:0019787";"ubiquitin-like protein transferase activ...";76;5;19,41;"1.00000";"1.00000"
"GO:0016772";"transferase activity, transferring phosp...";317;49;80,95;"1.00000";"1.00000"
"GO:0032555";"purine ribonucleotide binding";582;105;148,62;"1.00000";"1.00000"
"GO:0035639";"purine ribonucleoside triphosphate bindi...";579;104;147,86;"1.00000";"1.00000"
"GO:0017076";"purine nucleotide binding";586;105;149,64;"1.00000";"1.00000"
"GO:0003676";"nucleic acid binding";735;137;187,69;"1.00000";"0.99960"
"GO:0140096";"catalytic activity, acting on a protein";531;91;135,6;"1.00000";"1.00000"
"GO:0005488";"binding";2311;512;590,15;"1.00000";"1.00000"
"GO:0005515";"protein binding";352;37;89,89;"1.00000";"1.00000"
"GO:0003674";"molecular_function";4472;1142;1142;"1.00000";"1.00000"
"GO:0000036";"acyl carrier activity";1;0;0,26;"1.00000";"1.00000"
"GO:0000049";"tRNA binding";3;0;0,77;"1.00000";"1.00000"
"GO:0000062";"fatty-acyl-CoA binding";2;0;0,51;"1.00000";"1.00000"
"GO:0000107";"imidazoleglycerol-phosphate synthase act...";7;0;1,79;"1.00000";"1.00000"
"GO:0000121";"glycerol-1-phosphatase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0000140";"acylglycerone-phosphate reductase activi...";4;0;1,02;"1.00000";"1.00000"
"GO:0000210";"NAD+ diphosphatase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0000215";"tRNA 2'-phosphotransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0000224";"peptide-N4-(N-acetyl-beta-glucosaminyl)a...";1;0;0,26;"1.00000";"1.00000"
"GO:0000246";"delta24(24-1) sterol reductase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0000247";"C-8 sterol isomerase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0000250";"lanosterol synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0000285";"1-phosphatidylinositol-3-phosphate 5-kin...";1;0;0,26;"1.00000";"1.00000"
"GO:0000702";"oxidized base lesion DNA N-glycosylase a...";1;0;0,26;"1.00000";"1.00000"
"GO:0000774";"adenyl-nucleotide exchange factor activi...";1;0;0,26;"1.00000";"1.00000"
"GO:0000810";"diacylglycerol diphosphate phosphatase a...";6;0;1,53;"1.00000";"1.00000"
"GO:0001671";"ATPase activator activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003682";"chromatin binding";7;0;1,79;"1.00000";"1.00000"
"GO:0003689";"DNA clamp loader activity";5;0;1,28;"1.00000";"1.00000"
"GO:0003690";"double-stranded DNA binding";8;0;2,04;"1.00000";"1.00000"
"GO:0003697";"single-stranded DNA binding";1;0;0,26;"1.00000";"1.00000"
"GO:0003711";"transcription elongation factor activity";3;0;0,77;"1.00000";"1.00000"
"GO:0003712";"transcription coregulator activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003713";"transcription coactivator activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003720";"telomerase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003724";"RNA helicase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003735";"structural constituent of ribosome";101;0;25,79;"1.00000";"1.00000"
"GO:0003746";"translation elongation factor activity";6;0;1,53;"1.00000";"1.00000"
"GO:0003779";"actin binding";15;0;3,83;"1.00000";"1.00000"
"GO:0003825";"alpha,alpha-trehalose-phosphate synthase...";1;0;0,26;"1.00000";"1.00000"
"GO:0003841";"1-acylglycerol-3-phosphate O-acyltransfe...";1;0;0,26;"1.00000";"1.00000"
"GO:0003842";"1-pyrroline-5-carboxylate dehydrogenase ...";1;0;0,26;"1.00000";"1.00000"
"GO:0003843";"1,3-beta-D-glucan synthase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003845";"11-beta-hydroxysteroid dehydrogenase [NA...";1;0;0,26;"1.00000";"1.00000"
"GO:0003846";"2-acylglycerol O-acyltransferase activit...";1;0;0,26;"1.00000";"1.00000"
"GO:0003848";"2-amino-4-hydroxy-6-hydroxymethyldihydro...";1;0;0,26;"1.00000";"1.00000"
"GO:0003849";"3-deoxy-7-phosphoheptulonate synthase ac...";4;0;1,02;"1.00000";"1.00000"
"GO:0003852";"2-isopropylmalate synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003854";"3-beta-hydroxy-delta5-steroid dehydrogen...";3;0;0,77;"1.00000";"1.00000"
"GO:0003855";"3-dehydroquinate dehydratase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003856";"3-dehydroquinate synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003858";"3-hydroxybutyrate dehydrogenase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0003860";"3-hydroxyisobutyryl-CoA hydrolase activi...";1;0;0,26;"1.00000";"1.00000"
"GO:0003861";"3-isopropylmalate dehydratase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003863";"3-methyl-2-oxobutanoate dehydrogenase (2...";2;0;0,51;"1.00000";"1.00000"
"GO:0003866";"3-phosphoshikimate 1-carboxyvinyltransfe...";1;0;0,26;"1.00000";"1.00000"
"GO:0003868";"4-hydroxyphenylpyruvate dioxygenase acti...";3;0;0,77;"1.00000";"1.00000"
"GO:0003872";"6-phosphofructokinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003876";"AMP deaminase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003877";"ATP adenylyltransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003879";"ATP phosphoribosyltransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003881";"CDP-diacylglycerol-inositol 3-phosphatid...";1;0;0,26;"1.00000";"1.00000"
"GO:0003882";"CDP-diacylglycerol-serine O-phosphatidyl...";1;0;0,26;"1.00000";"1.00000"
"GO:0003884";"D-amino-acid oxidase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0003896";"DNA primase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003908";"methylated-DNA-[protein]-cysteine S-meth...";1;0;0,26;"1.00000";"1.00000"
"GO:0003909";"DNA ligase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003910";"DNA ligase (ATP) activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003916";"DNA topoisomerase activity";5;0;1,28;"1.00000";"1.00000"
"GO:0003917";"DNA topoisomerase type I (single strand ...";3;0;0,77;"1.00000";"1.00000"
"GO:0003918";"DNA topoisomerase type II (double strand...";3;0;0,77;"1.00000";"1.00000"
"GO:0003919";"FMN adenylyltransferase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003923";"GPI-anchor transamidase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003933";"GTP cyclohydrolase activity";6;0;1,53;"1.00000";"1.00000"
"GO:0003934";"GTP cyclohydrolase I activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003935";"GTP cyclohydrolase II activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003937";"IMP cyclohydrolase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003938";"IMP dehydrogenase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003942";"N-acetyl-gamma-glutamyl-phosphate reduct...";1;0;0,26;"1.00000";"1.00000"
"GO:0003948";"N4-(beta-N-acetylglucosaminyl)-L-asparag...";1;0;0,26;"1.00000";"1.00000"
"GO:0003949";"1-(5-phosphoribosyl)-5-[(5-phosphoribosy...";1;0;0,26;"1.00000";"1.00000"
"GO:0003952";"NAD+ synthase (glutamine-hydrolyzing) ac...";1;0;0,26;"1.00000";"1.00000"
"GO:0003954";"NADH dehydrogenase activity";9;0;2,3;"1.00000";"1.00000"
"GO:0003964";"RNA-directed DNA polymerase activity";4;0;1,02;"1.00000";"1.00000"
"GO:0003978";"UDP-glucose 4-epimerase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0003979";"UDP-glucose 6-dehydrogenase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003984";"acetolactate synthase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003985";"acetyl-CoA C-acetyltransferase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003991";"acetylglutamate kinase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003992";"N2-acetyl-L-ornithine:2-oxoglutarate 5-a...";1;0;0,26;"1.00000";"1.00000"
"GO:0003994";"aconitate hydratase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0003999";"adenine phosphoribosyltransferase activi...";1;0;0,26;"1.00000";"1.00000"
"GO:0004001";"adenosine kinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004013";"adenosylhomocysteinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004014";"adenosylmethionine decarboxylase activit...";1;0;0,26;"1.00000";"1.00000"
"GO:0004016";"adenylate cyclase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004017";"adenylate kinase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0004018";"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fu...";1;0;0,26;"1.00000";"1.00000"
"GO:0004019";"adenylosuccinate synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004020";"adenylylsulfate kinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004021";"L-alanine:2-oxoglutarate aminotransferas...";1;0;0,26;"1.00000";"1.00000"
"GO:0004032";"alditol:NADP+ 1-oxidoreductase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004037";"allantoicase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004038";"allantoinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004042";"acetyl-CoA:L-glutamate N-acetyltransfera...";1;0;0,26;"1.00000";"1.00000"
"GO:0004044";"amidophosphoribosyltransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004045";"aminoacyl-tRNA hydrolase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0004047";"aminomethyltransferase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004048";"anthranilate phosphoribosyltransferase a...";1;0;0,26;"1.00000";"1.00000"
"GO:0004049";"anthranilate synthase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004053";"arginase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004056";"argininosuccinate lyase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004057";"arginyltransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004060";"arylamine N-acetyltransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004064";"arylesterase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004065";"arylsulfatase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004066";"asparagine synthase (glutamine-hydrolyzi...";2;0;0,51;"1.00000";"1.00000"
"GO:0004067";"asparaginase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0004069";"L-aspartate:2-oxoglutarate aminotransfer...";2;0;0,51;"1.00000";"1.00000"
"GO:0004072";"aspartate kinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004073";"aspartate-semialdehyde dehydrogenase act...";1;0;0,26;"1.00000";"1.00000"
"GO:0004076";"biotin synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004077";"biotin-[acetyl-CoA-carboxylase] ligase a...";1;0;0,26;"1.00000";"1.00000"
"GO:0004081";"bis(5'-nucleosyl)-tetraphosphatase (asym...";1;0;0,26;"1.00000";"1.00000"
"GO:0004099";"chitin deacetylase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004103";"choline kinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004105";"choline-phosphate cytidylyltransferase a...";1;0;0,26;"1.00000";"1.00000"
"GO:0004106";"chorismate mutase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004122";"cystathionine beta-synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004123";"cystathionine gamma-lyase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004124";"cysteine synthase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0004126";"cytidine deaminase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004129";"cytochrome-c oxidase activity";8;0;2,04;"1.00000";"1.00000"
"GO:0004130";"cytochrome-c peroxidase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004132";"dCMP deaminase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004134";"4-alpha-glucanotransferase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004135";"amylo-alpha-1,6-glucosidase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004140";"dephospho-CoA kinase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004145";"diamine N-acetyltransferase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004146";"dihydrofolate reductase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004149";"dihydrolipoyllysine-residue succinyltran...";1;0;0,26;"1.00000";"1.00000"
"GO:0004151";"dihydroorotase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004156";"dihydropteroate synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004158";"dihydroorotate oxidase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004160";"dihydroxy-acid dehydratase activity";3;0;0,77;"1.00000";"1.00000"
"GO:0004163";"diphosphomevalonate decarboxylase activi...";1;0;0,26;"1.00000";"1.00000"
"GO:0004164";"diphthine synthase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004169";"dolichyl-phosphate-mannose-protein manno...";3;0;0,77;"1.00000";"1.00000"
"GO:0004170";"dUTP diphosphatase activity";1;0;0,26;"1.00000";"1.00000"
"GO:0004174";"electron-transferring-flavoprotein dehyd...";1;0;0,26;"1.00000";"1.00000"
"GO:0004176";"ATP-dependent peptidase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004177";"aminopeptidase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004198";"calcium-dependent cysteine-type endopept...";3;0;0,77;"1.00000";"1.00000"
"GO:0004298";"threonine-type endopeptidase activity";14;0;3,58;"1.00000";"1.00000"
"GO:0004303";"estradiol 17-beta-dehydrogenase activity";2;0;0,51;"1.00000";"1.00000"
"GO:0004305";"ethanolamine kinase activity";1;0;0,26;"1.00000";"1.00000"
